query_name,query_id,query_uri,severity,platform,cwe,cloud_provider,category,description_id,description,cis_description_id,cis_description_title,cis_description_text,file_name,similarity_id,line,issue_type,search_key,search_line,search_value,expected_value,actual_value
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/08-production-grade-infrastructure/small-modules/modules/data-stores/mysql/main.tf,18f420a972ba3af6494e0146b8fa43abc2e0e57f3f0efaa6857b64fe50f1916c,12,MissingAttribute,aws_db_instance[example],12,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/06-managing-secrets-with-terraform/mysql-aws-secrets-mgr/main.tf,f3ffc8590ed27ffefaffe226d214cd8c3688853de919adf04a7494de6b89ef96,26,MissingAttribute,aws_db_instance[example],26,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/06-managing-secrets-with-terraform/mysql-vars/main.tf,ae5bbe7cd3d19705817bc2998b7f3dc47711da936572735b397f19746cad02da,17,MissingAttribute,aws_db_instance[example],17,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/04-terraform-module/module-example/stage/data-stores/mysql/main.tf,6c90f0ef0d4da455f88e46a10a37c90f8628caa091022848e2aefd0129d6df52,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/09-testing-terraform-code/modules/data-stores/mysql/main.tf,961551c9036cadfedac9b2047762b7b62a3b11f78fe3b82aaba92ad2fc09d068,12,MissingAttribute,aws_db_instance[example],12,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/prod/data-stores/mysql/main.tf,1ac6364b2e94b61abd08ef5d3efc314dfebf95973d6c18deaffda55cc28fbf44,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/04-terraform-module/multi-repo-example/live/prod/data-stores/mysql/main.tf,73f74369d08282fb1d30a5f52563f347dd3339ed3efaeac3b8609e7fb086628a,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/04-terraform-module/multi-repo-example/live/stage/data-stores/mysql/main.tf,87b359e1b93c8449f3410463c7658e34e98018849808ff613de06ab88cd899ec,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/07-working-with-multiple-providers/modules/data-stores/mysql/main.tf,f802a22138e3d36db9b805ce1017eb2a3a7c368abda8c26f8da928d5b27ca84e,12,MissingAttribute,aws_db_instance[example],12,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/06-managing-secrets-with-terraform/mysql-kms/main.tf,027d30c720725b176f75988aa3a32dbfedf9cd5d5d142fdc3d8867f14d292e20,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/03-terraform-state/file-layout-example/stage/data-stores/mysql/main.tf,5021d2a9d1bb6aeeb9ca58a187bd8b0a3a4879b669c7e3d7529f69342e18833c,29,MissingAttribute,aws_db_instance[example],29,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/zero-downtime-deployment/live/prod/data-stores/mysql/main.tf,db07656939fee5589da860dfb4f97aa60964d89b800ec74e91db1051c3c6d5cc,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/zero-downtime-deployment/live/stage/data-stores/mysql/main.tf,5c4ca616444303afcae46c69e880698448ddd615263392aeaeda5faa9f8935f4,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/stage/data-stores/mysql/main.tf,6c54d2bcc14fd3c41b3e27fea6dcba0a525902283e174c142e808628df7bfb39,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/10-terraform-team/modules/data-stores/mysql/main.tf,c18c91cfbc11ae274626886b0ea3f38b272133de6bc0cb77a1277b2718aff482,18,MissingAttribute,aws_db_instance[example],18,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
DB Instance Storage Not Encrypted,08bd0760-8752-44e1-9779-7bb369b2b4e4,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/db_instance#storage_encrypted,HIGH,Terraform,,AWS,Encryption,88ca11bc,AWS DB Instance should have its storage encrypted by setting the parameter to 'true'. The storage_encrypted default value is 'false'.,,,,../../path/terraform-up-and-running-code/code/terraform/04-terraform-module/module-example/prod/data-stores/mysql/main.tf,aa60bd7eb2bfaf018bfdaba098643d97ef97dc69a5af6504d051b17b5ba76803,27,MissingAttribute,aws_db_instance[example],27,,'storage_encrypted' should be set to true,'storage_encrypted' is undefined or null
Docker Socket Mounted In Container,d6355c88-1e8d-49e9-b2f2-f8a1ca12c75b,https://docs.docker.com/compose/compose-file/#volumes,HIGH,DockerCompose,,,Build Process,8acc9d24,"Docker socket docker.sock should not be mounted on host. If the docker socket is mounted, it can allow its processes to execute docker commands.",,,,../../path/boilerplates/docker-compose/traefik/docker-compose.yaml,f4064ab6ba1e42ca47d004c42411cebf0fffb04a535d2a8fdb143395b083b46c,16,IncorrectValue,services.traefik.volumes,16,,To not have docker socket named 'docker.sock' mounted in a volume,There is a docker socket named 'docker.sock' mounted in a volume
Docker Socket Mounted In Container,d6355c88-1e8d-49e9-b2f2-f8a1ca12c75b,https://docs.docker.com/compose/compose-file/#volumes,HIGH,DockerCompose,,,Build Process,8acc9d24,"Docker socket docker.sock should not be mounted on host. If the docker socket is mounted, it can allow its processes to execute docker commands.",,,,../../path/boilerplates/docker-compose/portainer/docker-compose.yaml,520fcdfa405d95f2e4356b15d6c32af54a331b55d84a5b3c4f9857859ca45856,14,IncorrectValue,services.app.volumes,14,,To not have docker socket named 'docker.sock' mounted in a volume,There is a docker socket named 'docker.sock' mounted in a volume
Docker Socket Mounted In Container,d6355c88-1e8d-49e9-b2f2-f8a1ca12c75b,https://docs.docker.com/compose/compose-file/#volumes,HIGH,DockerCompose,,,Build Process,8acc9d24,"Docker socket docker.sock should not be mounted on host. If the docker socket is mounted, it can allow its processes to execute docker commands.",,,,../../path/boilerplates/docker-compose/factory/runner-pool/docker-compose.yaml,9ccc582d3784ae36cc041da52cf65b3d49a2aecea125c79b321298819f09c3e6,8,IncorrectValue,services.refactr-runner.volumes,8,,To not have docker socket named 'docker.sock' mounted in a volume,There is a docker socket named 'docker.sock' mounted in a volume
Docker Socket Mounted In Container,d6355c88-1e8d-49e9-b2f2-f8a1ca12c75b,https://docs.docker.com/compose/compose-file/#volumes,HIGH,DockerCompose,,,Build Process,8acc9d24,"Docker socket docker.sock should not be mounted on host. If the docker socket is mounted, it can allow its processes to execute docker commands.",,,,../../path/boilerplates/docker-compose/portainer-agent/docker-compose.yaml,234e91453c5361ef57307b0b8742146c5abf76818ce7ba68e1609ee53c851466,11,IncorrectValue,services.app.volumes,11,,To not have docker socket named 'docker.sock' mounted in a volume,There is a docker socket named 'docker.sock' mounted in a volume
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/01-why-terraform/web-server/main.tf,7515f7a7d0ddb857e9823a95da6c76c1727bbbc877f9f96dc816c5f3a13c2f70,16,MissingAttribute,aws_instance.app,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/08-production-grade-infrastructure/more-than-terraform/remote-exec-provisioner/main.tf,c9b9c05518684d65bb81c5ef851f7b197bbe7ba8a407181b502e93ad11dddd8c,41,MissingAttribute,aws_instance.example,41,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/02-intro-to-terraform-syntax/one-webserver/main.tf,e87f74e16455620fc966fcb31214d0b3be6d8ca641946687a3b8d158ab32833d,16,MissingAttribute,aws_instance.example,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/09-testing-terraform-code/examples/opa/main.tf,322d7e1fc0c3b4b324adf99c92c3b79df83ece340a918a805f2dba8b1ef6bf62,16,MissingAttribute,aws_instance.example,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/03-terraform-state/workspaces-example/one-instance/main.tf,84072ac60ba12575749cd4bd1b897f55a01584d38fe609a538054d4a556e6faf,29,MissingAttribute,aws_instance.example,29,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/02-intro-to-terraform-syntax/one-webserver-with-vars/main.tf,dd9d76f7fda25350199805546064a5f3a814a8f4b3223161f1fc7838eb2c42c1,16,MissingAttribute,aws_instance.example,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-aws-eks/examples/outposts/prerequisites/main.tf,d2d5992b561ef963f133d3b9dd7c204966529c6ee82887042db097cedb2ff66e,24,MissingAttribute,module[ssm_bastion_ec2],24,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/stage/services/multiple-ec2-instances/main.tf,7095de5e70783821c41acec97c9e1bee5cef553f9af30afcf0f28e4907923a77,16,MissingAttribute,aws_instance.example_1,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/10-terraform-team/live/stage/services/conflict-anna/main.tf,d6a1913d94ae704dd384417cf4b3f0b48880dd48c4b9d7c606eac46ddd24dea8,16,MissingAttribute,aws_instance.foo,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/00-preface/hello-world/main.tf,bdf1ac1153e978386850eda62daf606ff0b367dbc2c158f238967a81634a1341,16,MissingAttribute,aws_instance.example,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/05-tips-and-tricks/loops-and-if-statements/live/stage/services/multiple-ec2-instances/main.tf,f22e3bac43817c4f09acc690a7ed4cbe2c6ad2501180ba79b9bb8de6253f3a56,22,MissingAttribute,aws_instance.example_2,22,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/08-production-grade-infrastructure/more-than-terraform/local-exec-provisioner/main.tf,1e36f5a082f6ba1339fdf5968785c1d7da5549575d0dc219ef699b4ca2362e9c,16,MissingAttribute,aws_instance.example,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/07-working-with-multiple-providers/examples/multi-region/main.tf,00f530be1675b2d02d8ce4db53c1263db5aa7198ca2cb0ed32239482025a6bc6,37,MissingAttribute,aws_instance.region_2,37,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/07-working-with-multiple-providers/examples/multi-region/main.tf,1ebb97168357f763a101cef49bbf5a81b168912d4e303e34a9a27a0e19cc578c,30,MissingAttribute,aws_instance.region_1,30,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
EC2 Instance Has Public IP,5a2486aa-facf-477d-a5c1-b010789459ce,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#associate_public_ip_address,HIGH,Terraform,,AWS,Networking and Firewall,c6f1d1f4,EC2 Instance should not have a public IP address.,,,,../../path/terraform-up-and-running-code/code/terraform/10-terraform-team/live/stage/services/conflict-original/main.tf,cd7ff22215f28c309f3e1d4eb83669b195a7f1352ef218686b66ce4a92caaeff,16,MissingAttribute,aws_instance.foo,16,,'associate_public_ip_address' should be defined and not null,'associate_public_ip_address' is undefined or null
